sku,name,category,sourceUrl,oldCandidateAllergens,containsAllergens,mayContainAllergens,oldExtraVsContains,containsMissingFromOld,mayMissingFromOld,containsText,mayContainText
KIMCHI-3185,Sos sojowy Premium 1l - Asia Kitchen,sosy-sojowe,https://kimchi.pl/product-pol-3185.html,soybeans,soybeans,,,,,"Produkt zawiera soję. Przechowywać w suchym i chłodnym miejscu, z dala od działania promieni słonecznych. Po otwarciu przechowywać w lodówce. Wy",produkowano w Chinach.
KIMCHI-2241,"Sos sojowy Premium Chosun Ganjang, bezglutenowy 500ml - Sempio",sos-sojowy,https://kimchi.pl/product-pol-2241.html,soybeans,soybeans,,,,,"Produkt zawiera soję. Przechowywać w suchym i chłodnym miejscu, z dala od bezpośredniego działania promieni słonecznych. Po otwarciu przechowywać w chłodnym, zacienionym miejscu. Produkt nie wymaga przechowywania w lodówce.",
KIMCHI-226,Sos sojowy słodki Healthy Boy 700ml,sosy-marynaty,https://kimchi.pl/product-pol-226.html,cereals|soybeans,cereals|soybeans,,,,,,
KIMCHI-4725,"Sos sojowy słodko-pikantny Ketjap, Kecap Manis Pedas 275ml - ABC",sos-sojowy,https://kimchi.pl/product-pol-4725.html,cereals|crustaceans|fish|soybeans|molluscs,cereals|soybeans|sulphites,crustaceans|molluscs,crustaceans|fish|molluscs,sulphites,,"Produkt zawiera soję, pszenicę oraz siarczyny.","Może zawierać śladowe ilości ryb, skorupiaków i mięczaków. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce. Produkt o ograniczonej trwałości."
KIMCHI-5119,Sos sojowy świeży oryginalny japoński Nama-Shoyu 450ml - Kikkoman,sos-sojowy,https://kimchi.pl/product-pol-5119.html,cereals|soybeans,cereals|soybeans,,,,,"Produkt zawiera soję, pszenicę. Przechowywać w suchym i chłodnym miejscu.",
KIMCHI-2111,"Sos sojowy Tamari, bezglutenowy 1L - Kikkoman",sos-sojowy,https://kimchi.pl/product-pol-2111.html,soybeans,soybeans,,,,,"Produkt zawiera soję. Przechowywać w chłodnym, zacienionym miejscu. Po otwarciu przechowywać w lodówce. Wy","produkowano w Holandii na zlecenie Kikkoman Corporation, Japonia."
KIMCHI-5477,"Sos Sriracha Mayo, ostry 215g - Uni-Eagle",sosy-marynaty,https://kimchi.pl/product-pol-5477.html,soybeans,soybeans|mustard,,,mustard,,Produkt zawiera soję. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce. Produkt o ograniczonej trwałości.,
KIMCHI-4990,"Sos Sriracha Mayo, ostry 800g - Uni-Eagle",sosy-marynaty,https://kimchi.pl/product-pol-4990.html,soybeans,soybeans|mustard,,,mustard,,Produkt zawiera soję. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce. Produkt o ograniczonej trwałości.,
KIMCHI-1305,Sos Sriracha z żółtych papryczek chili 455ml - Flying Goose,sosy-marynaty,https://kimchi.pl/product-pol-1305.html,,,,,,,,
KIMCHI-366,Sos Teriyaki 150ml - Miyata,sosy-marynaty,https://kimchi.pl/product-pol-366.html,cereals|soybeans,cereals|soybeans,,,,,,
KIMCHI-5635,"Sos Teriyaki Garlic Pepper 1,1kg - Yamasa",sosy-marynaty,https://kimchi.pl/product-pol-5635.html,cereals|soybeans|sesame,cereals|soybeans|sesame,,,,,"Produkt zawiera soję, sezam i pszenicę. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce.",
KIMCHI-4364,"Sos Teriyaki gęsty 1,1kg - Yamasa",sosy-marynaty-oleje,https://kimchi.pl/product-pol-4364.html,cereals|soybeans,cereals|soybeans,,,,,Produkt zawiera soję oraz pszenicę (gluten). Przechowywać w suchym i chłodnym miejscu. Po otwarciu produkt należy przechowywać szczelnie zamknięty w lodówce. Wy,produkowano w: Unii Europejskiej
KIMCHI-2270,"Sos Teriyaki, gęsty 150ml - Asia Kitchen",sosy-marynaty-oleje,https://kimchi.pl/product-pol-2270.html,cereals|soybeans,cereals|soybeans,,,,,Produkt zawiera soję oraz pszenicę (gluten). Przechowywać w suchym i chłodnym miejscu. Po otwarciu produkt należy przechowywać szczelnie zamknięty w lodówce.,
KIMCHI-741,"Sos Teriyaki, gęsty 150ml - House of Asia",sosy-marynaty-oleje,https://kimchi.pl/product-pol-741.html,cereals|soybeans|sesame,cereals|soybeans|sesame,,,,,"Produkt zawiera soję, pszenicę oraz sezam. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce maksymalnie 1 miesiąc.",
KIMCHI-4902,"Sos Teriyaki, gęsty 1L - Asia Kitchen",sosy-marynaty-oleje,https://kimchi.pl/product-pol-4902.html,cereals|soybeans,cereals|soybeans,,,,,Produkt zawiera soję oraz pszenicę (gluten). Przechowywać w suchym i chłodnym miejscu. Po otwarciu produkt należy przechowywać szczelnie zamknięty w lodówce.,
KIMCHI-327,"Sos Teriyaki, gęsty 200g - Lee Kum Kee",sosy-marynaty,https://kimchi.pl/product-pol-327.html,cereals|soybeans,cereals|soybeans,,,,,Produkt zawiera soję i pszenicę. Po otwarciu przechowywać w lodówce.,
KIMCHI-3156,"Sos Teriyaki, gęsty 330g - Sen Soy",sosy-marynaty,https://kimchi.pl/product-pol-3156.html,cereals|soybeans,cereals|soybeans,,,,,"Produkt zawiera soję, pszenicę oraz gluten. Zawartość alkoholu etylowego nie przekracza 1% objętości gotowych produktów.",
KIMCHI-2271,"Sos Teriyaki, gęsty 500ml - Asia Kitchen",sosy-marynaty-oleje,https://kimchi.pl/product-pol-2271.html,cereals|soybeans,cereals|soybeans,,,,,Produkt zawiera soję oraz pszenicę (gluten). Przechowywać w suchym i chłodnym miejscu. Po otwarciu produkt należy przechowywać szczelnie zamknięty w lodówce.,
KIMCHI-5569,Sos Teriyaki gęsty słodko-słony 180g - Daisho,sosy-marynaty,https://kimchi.pl/product-pol-5569.html,cereals|soybeans,cereals|soybeans,,,,,Produkt zawiera soję i pszenicę. Przechowywać w suchym i chłodnym miejscu.,
KIMCHI-3088,"Sos Teriyaki, japońska marynata 1L - Sen Soy",sosy-marynaty,https://kimchi.pl/product-pol-3088.html,cereals|soybeans,cereals|soybeans,,,,,Produkt zawiera soję oraz pszenicę. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce. Wy,produkowano w WNP.
KIMCHI-2460,"Sos Teriyaki, japońska marynata 220ml - Sen Soy",sosy-marynaty,https://kimchi.pl/product-pol-2460.html,cereals|soybeans,cereals|soybeans,,,,,Produkt zawiera soję oraz pszenicę. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce. Wy,produkowano w WNP.
KIMCHI-3218,Sos Teriyaki z sezamem 220ml - Sen Soy,sosy-marynaty,https://kimchi.pl/product-pol-3218.html,cereals|soybeans|sesame,cereals|soybeans|sesame,,,,,"Produkt zawiera soję, pszenicę oraz sezam. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce.",
KIMCHI-5361,"Sos Toban Djan, ostre chili z bobem 1kg - Lee Kum Kee",pasty-smakowe,https://kimchi.pl/product-pol-5361.html,cereals|soybeans,cereals|soybeans,,,,,Produkt zawiera soję oraz pszenicę. Wskazówka - Przed użyciem dobrze zamieszać. :) Po otwarciu przechowywać w lodówce.,
KIMCHI-1295,"Sos Toban Djan, ostre chili z bobem 368g - Lee Kum Kee",pasty-smakowe,https://kimchi.pl/product-pol-1295.html,cereals|soybeans,cereals|soybeans,,,,,Produkt zawiera soję oraz pszenicę. Wskazówka - Przed użyciem dobrze zamieszać. :) Po otwarciu przechowywać w lodówce.,
KIMCHI-5183,Sos Tonkatsu 300ml - Bull-Dog,sosy-marynaty,https://kimchi.pl/product-pol-5183.html,soybeans,soybeans,,,,,Produkt zawiera soję.,Może zawierać śladowe ilości alkoholu. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce i spożyć w ciągu 3-4 dni.
KIMCHI-3846,Sos Tonkatsu 400g - Chung Jung One,sosy-marynaty,https://kimchi.pl/product-pol-3846.html,cereals|soybeans,cereals|crustaceans|soybeans|molluscs,,,crustaceans|molluscs,,"Produkt zawira soję, pszenicę oraz skorupiaki (ostrygi). Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce. Produkt o ograniczonej trwałości.",
KIMCHI-843,Sos Tonkatsu 415g - Ottogi,sosy-marynaty,https://kimchi.pl/product-pol-843.html,soybeans,soybeans,,,,,Produkt zawiera soję. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce. Produkt o ograniczonej trwałości.,
KIMCHI-3911,Sos tysiąca wysp 400g - Fanex,sosy-marynaty,https://kimchi.pl/product-pol-3911.html,milk|mustard,milk|mustard,,,,,Produkt zawiera gorczycę i mleko. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce.,
KIMCHI-3884,Sos tysiąc wysp 950g - Fanex,sosy-marynaty,https://kimchi.pl/product-pol-3884.html,milk|mustard,milk|mustard,,,,,Produkt zawiera gorczycę i mleko. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce.,
KIMCHI-4228,Sos Unagi 150ml - House of Asia,sosy-marynaty,https://kimchi.pl/product-pol-4228.html,cereals|soybeans,cereals|soybeans,,,,,Produkt zawiera soję i pszenicę. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce.,
KIMCHI-2258,Sos Unagi 200ml - Asia Kitchen,sosy-marynaty,https://kimchi.pl/product-pol-2258.html,cereals|soybeans,cereals|soybeans,,,,,"Produkt zawiera soję, pszenicę oraz alkohol. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce.",
KIMCHI-3467,Sos Unagi Kabayaki no Tare 240g - Daisho,sosy-marynaty,https://kimchi.pl/product-pol-3467.html,crustaceans|eggs|fish|soybeans|milk|nuts|sulphites|molluscs,soybeans|cereals,crustaceans|eggs|milk|nuts|celery|mustard|sesame|sulphites|molluscs,crustaceans|eggs|fish|milk|nuts|sulphites|molluscs,cereals,celery|mustard|sesame,Produkt zawiera soję.,"Może zawierać śladowe ilości skorupiaków, jaj, ryb, mleka, orzechów, selera, gorczycy, sezamu, dwutlenku siarki, siarczynów i mięczaków. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce."
KIMCHI-4538,Sos Unagi No Tare 300ml - Jiang Hu Quan,sosy-marynaty,https://kimchi.pl/product-pol-4538.html,cereals|soybeans,cereals|soybeans,,,,,Produkt zawiera soję i pszenicę. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce.,
KIMCHI-4363,"Sos Unagi / Sushi gęsty 1,1kg - Yamasa",sosy-marynaty,https://kimchi.pl/product-pol-4363.html,cereals|soybeans,cereals|soybeans|sulphites,,,sulphites,,"Produkt zawiera soję, pszenicę oraz alkohol. Zawiera siarczyny. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce. Pochodzenie: UE",
KIMCHI-617,Sos wasabi w tubie S&B 170g,sosy-marynaty,https://kimchi.pl/product-pol-617.html,soybeans|mustard,soybeans|mustard,,,,,,
KIMCHI-5046,"Sos Xo-Jan (Xojiang) do dań chińskich, owoce morza 120g - Youki",sosy-marynaty,https://kimchi.pl/product-pol-5046.html,soybeans,crustaceans|fish|soybeans,,,crustaceans|fish,,"Produkt zawiera soję, ryby i owoce morza (przegrzebki, krewetki). Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce.",
KIMCHI-5172,Sos Yakiniku no Tare Shodai z czosnkiem i cebulą do japońskiego BBQ 320g Somi Food,sosy-marynaty,https://kimchi.pl/product-pol-5172.html,cereals|fish|soybeans|sesame,cereals|fish|soybeans|sesame,,,,,"Produkt zawiera soję, pszenicę, sezam oraz ryby (makrela).","Może zawierać żelatynę, drób i jabłka. Przechowywać w suchym i chłodnym miejscu. Po otwarciu zalecamy przechowywanie w lodówce."
KIMCHI-4353,Sos Yakisoba Vegan 300g - Otafuku,sosy-marynaty,https://kimchi.pl/product-pol-4353.html,crustaceans|eggs|fish|soybeans|nuts|sulphites|molluscs,soybeans|celery,crustaceans|eggs|milk|nuts|mustard|sesame|sulphites|lupin|molluscs,crustaceans|eggs|fish|nuts|sulphites|molluscs,celery,milk|mustard|sesame|lupin,Produkt zawiera soję oraz selera.,"Może zawierać śladowe ilości skorupiaków, jaj, ryb, orzeszków ziemnych, produktów mlecznych, orzechów, gorczycy, sezamu, dwutlenku siarki, siarczynów, łubinu i mięczaków. W razie zmiany konsystencji, zawartość wystarczy wstrząsnąć lub zamieszać. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce i spożyć w ciągu 3 miesięcy."
KIMCHI-1239,"Sos Yakitori, słodki sos sojowy 240g - Ebara",sosy-marynaty,https://kimchi.pl/product-pol-1239.html,cereals|soybeans,cereals|soybeans,,,,,Produkt zawiera soję oraz pszenicę. Przechowywać w suchym i chłodnym miejscu.,
KIMCHI-618,Sos z czarnej fasoli z czosnkiem 368g - Lee Kum Kee,sosy-marynaty,https://kimchi.pl/product-pol-618.html,cereals|soybeans,cereals|soybeans,,,,,,
KIMCHI-3264,Sos z czarnym pieprzem 350g - Lee Kum Kee,pasty-smakowe,https://kimchi.pl/product-pol-3264.html,cereals|soybeans,cereals|soybeans,,,,,Produkt zawiera soję i pszenicę Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce.,
KIMCHI-4718,Sos zielone chili Sambal ljo 190g - Uleg,pasty-smakowe,https://kimchi.pl/product-pol-4718.html,fish,crustaceans,,fish,crustaceans,,Produkt zawiera krewetki.,Może zawierać śladowe ilości ryb. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce.
KIMCHI-3896,Sos z papryczkami jalapeno 950g - Fanex,sosy-marynaty,https://kimchi.pl/product-pol-3896.html,eggs|mustard,eggs|mustard,,,,,Produkt zawiera gorczycę i jaja. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce.,
KIMCHI-4544,Sos z sardeli Sambal Teri (Anjovis) 175g - Uleg,pasty-smakowe,https://kimchi.pl/product-pol-4544.html,,fish,,,fish,,Produkt zawiera ryby. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce.,
KIMCHI-5141,"Suszona głożyna (jujube), chińskie czerwone daktyle Xinjiang 200g - Golden Lion",słodycze-przekąski,https://kimchi.pl/product-pol-5141.html,,,,,,,,
KIMCHI-5538,"Suszona głożyna (jujube), duże chińskie czerwone daktyle Xinjiang 500g - YueYueHong",słodycze-przekąski,https://kimchi.pl/product-pol-5538.html,,,,,,,,
KIMCHI-5180,Suszone anchois 100g - Afroase,przyprawy,https://kimchi.pl/product-pol-5180.html,fish|molluscs,,molluscs,fish|molluscs,,,Produkt,"może zawierać śladowe ilości małży oraz ryb. Produkt przeznaczony do smażenia, gotowania i mielenia. Przed spożyciem poddać obróbce termicznej."
KIMCHI-224,"Suszone grzyby mun, całe 100g Asia Kitchen",grzyby-mun,https://kimchi.pl/product-pol-224.html,,,,,,,,
KIMCHI-1444,"Suszone grzyby mun, całe 50g - Green Pagoda",grzyby-mun,https://kimchi.pl/product-pol-1444.html,,,,,,,,
KIMCHI-251,"Suszone grzyby mun, krojone 100g Asia Kitchen",grzyby-mun,https://kimchi.pl/product-pol-251.html,,,,,,,,
KIMCHI-1535,"Suszone grzyby mun, krojone 1kg",grzyby-mun,https://kimchi.pl/product-pol-1535.html,,,,,,,,
KIMCHI-1445,"Suszone grzyby mun, nitki 50g - Green Pagoda",grzyby-mun,https://kimchi.pl/product-pol-1445.html,,,,,,,,
KIMCHI-5552,"Suszone grzyby Shiitake Poku całe, 2,5-4cm 100g - Green Pagoda",grzyby-shiitake,https://kimchi.pl/product-pol-5552.html,,,,,,,,
KIMCHI-4865,"Suszone grzyby Shiitake Poku całe, 2,5-4cm 1kg - Green Pagoda",grzyby-shiitake,https://kimchi.pl/product-pol-4865.html,,,,,,,,
KIMCHI-1135,"Suszone liście limonki kaffir, liście papedy całe 25g - Thai Dancer",przyprawy,https://kimchi.pl/product-pol-1135.html,,,,,,,,
KIMCHI-5597,Suszone małe kałamarnice 100g - BDMP,przyprawy,https://kimchi.pl/product-pol-5597.html,,molluscs,,,molluscs,,Produkt zawiera kałamarnice. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce.,
KIMCHI-4510,Suszone mango 200g - Xoai Say Deo,słodycze-przekąski,https://kimchi.pl/product-pol-4510.html,,,,,,,,
KIMCHI-5517,Suszone owoce jagód goji 150g Golden Lion,słodycze-przekąski,https://kimchi.pl/product-pol-5517.html,,,,,,,,
KIMCHI-5595,Suszone rybki sardele dried anchois 100g - BDMP,przyprawy,https://kimchi.pl/product-pol-5595.html,fish,fish,,,,,Produkt zawiera ryby. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce.,
KIMCHI-5596,Suszone solone krewetki rozmiar L 100g - BDMP,przyprawy,https://kimchi.pl/product-pol-5596.html,,crustaceans,,,crustaceans,,Produkt zawiera krewetki. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce.,
KIMCHI-5148,Suszone Złote Grzyby Enoki Enokitake 100g - Mountains,inne-grzyby-azjatyckie,https://kimchi.pl/product-pol-5148.html,,,,,,,,
KIMCHI-4958,"Sweet Chili Tteokbokki, kluski ryżowe w sosie słodkie chili 290g - O'Food",dania-gotowe,https://kimchi.pl/product-pol-4958.html,soybeans,soybeans,,,,,Produkt zawiera soję. Przechowywać w suchym i chłodnym miejscu. Chronić przed bezpośrednim działaniem promieni słonecznych i wysokiej temperatury.,
KIMCHI-4218,Syrop Klonowy 250g Kanadyjski 100% - Vertmont,syropy,https://kimchi.pl/product-pol-4218.html,,,,,,,,
KIMCHI-4265,Syrop koncentrat brzoskwinia 600ml - Teisseire,napoje,https://kimchi.pl/product-pol-4265.html,,,,,,,,
KIMCHI-4273,Syrop koncentrat brzoskwinia Zero cukru 600ml - Teisseire,napoje,https://kimchi.pl/product-pol-4273.html,,,,,,,,
KIMCHI-4274,Syrop koncentrat cytryna i limonka Zero cukru 600ml - Teisseire,napoje,https://kimchi.pl/product-pol-4274.html,,,,,,,,
KIMCHI-4275,Syrop koncentrat kwiat bzu Zero cukru 600ml - Teisseire,napoje,https://kimchi.pl/product-pol-4275.html,,,,,,,,
KIMCHI-4263,Syrop koncentrat marakuja 600ml - Teisseire,napoje,https://kimchi.pl/product-pol-4263.html,,,,,,,,
KIMCHI-4277,Syrop koncentrat marakuja Zero cukru 600ml - Teisseire,napoje,https://kimchi.pl/product-pol-4277.html,,,,,,,,
KIMCHI-4267,Syrop koncentrat Mojito Zero cukru 600ml - Teisseire,napoje,https://kimchi.pl/product-pol-4267.html,,,,,,,,
KIMCHI-4268,Syrop koncentrat Orange Spritz Zero cukru 600ml - Teisseire,napoje,https://kimchi.pl/product-pol-4268.html,,,,,,,,
KIMCHI-4270,Syrop koncentrat owoce tropikalne Zero cukru 600ml - Teisseire,napoje,https://kimchi.pl/product-pol-4270.html,,,,,,,,
KIMCHI-4278,Syrop koncentrat Pina Colada Zero cukru 600ml - Teisseire,napoje,https://kimchi.pl/product-pol-4278.html,,,,,,,,
KIMCHI-4284,Syrop koncentrat pomarańcza Bez cukru 600ml - Teisseire,napoje,https://kimchi.pl/product-pol-4284.html,,,,,,,,
KIMCHI-4276,Syrop koncentrat truskawka i malina Zero cukru 600ml - Teisseire,napoje,https://kimchi.pl/product-pol-4276.html,,,,,,,,
KIMCHI-4281,Syrop koncentrat wiśniowa cola Zero cukru 600ml - Teisseire,napoje,https://kimchi.pl/product-pol-4281.html,,,,,,,,
KIMCHI-839,"Syrop kukurydziany 100% 2,45kg - CJO Essential",sosy-marynaty,https://kimchi.pl/product-pol-839.html,,,,,,,,
KIMCHI-1307,Syrop kukurydziany 100% 5kg - CJO Essential,sosy-marynaty,https://kimchi.pl/product-pol-1307.html,,,,,,,,
KIMCHI-348,Syrop kukurydziany 100% 700g - CJO Essential,sosy-marynaty,https://kimchi.pl/product-pol-348.html,,,,,,,,
KIMCHI-1501,Syrop oligosacharydowy IMO 100% Yoridang 700g - CJO Essential,słodycze-przekąski,https://kimchi.pl/product-pol-1501.html,,,,,,,,
KIMCHI-1032,Syrop ryżowy 100% 700g - CJO Essential,sosy-marynaty,https://kimchi.pl/product-pol-1032.html,,,,,,,,
KIMCHI-4905,Syrop śliwkowy 660ml - Ottogi,sosy-marynaty,https://kimchi.pl/product-pol-4905.html,,,,,,,,
KIMCHI-2591,"Syrop śliwkowy Maesil 1,025kg - CJ Beksul",sosy-marynaty,https://kimchi.pl/product-pol-2591.html,,,,,,,,
KIMCHI-3394,Syrop słodzący do gotowania Oligodang 700g - CJO Essential,słodycze-przekąski,https://kimchi.pl/product-pol-3394.html,,,,,,,,
KIMCHI-5803,Syrop z cukru brązowego 3kg - Possmei,słodycze-przekąski,https://kimchi.pl/product-pol-5803.html,,,,,,,,
KIMCHI-5438,Syrop ziołowy na kaszel 177ml - Sea Coconut Brand,syropy,https://kimchi.pl/product-pol-5438.html,,,,,,,,
KIMCHI-4823,Syrop ziołowy Nin Jiom Pei Pa Koa 150ml - Nin Jiom,syropy,https://kimchi.pl/product-pol-4823.html,,,,,,,,
KIMCHI-4822,Syrop ziołowy Nin Jiom Pei Pa Koa 300ml - Nin Jiom,syropy,https://kimchi.pl/product-pol-4822.html,,,,,,,,
KIMCHI-5515,Syrop ziołowy Nin Jiom Pei Pa Koa saszetki 10x15ml - 150ml - Nin Jiom,syropy,https://kimchi.pl/product-pol-5515.html,,,,,,,,
KIMCHI-5724,Szeroki makaron ze słodkich ziemniaków 200g - HAIDILAO,makaron-szklisty,https://kimchi.pl/product-pol-5724.html,,,,,,,,
KIMCHI-3074,"Tamaryndowiec, miąższ w kostce 400g - Thai Dancer",unmapped,https://kimchi.pl/product-pol-3074.html,,,,,,,,
KIMCHI-4144,Tapioka czarna perełki 1kg - WuFuYuan,mąki-panierki-tapioka,https://kimchi.pl/product-pol-4144.html,,sulphites,,,sulphites,,Produkt zawiera siarczyny. Przechowywać w suchym i chłodnym miejscu.,
KIMCHI-5802,Tapioka czarna perełki do bubble tea 3kg - Possmei,mąki-panierki-tapioka,https://kimchi.pl/product-pol-5802.html,,,,,,,,
KIMCHI-4245,"Tapioka Pearl Black Sugar, błyskawiczne perełki do Bubble Tea o smaku czarnego cukru 250g - WuFuYuan",mąki-panierki-tapioka,https://kimchi.pl/product-pol-4245.html,,sulphites,,,sulphites,,,
KIMCHI-493,"Tapioka, perełki duże 400g - Cock Brand",mąki-panierki-tapioka,https://kimchi.pl/product-pol-493.html,,,,,,,,
KIMCHI-468,"Tapioka, perełki małe 400g - Cock Brand",mąki-panierki-tapioka,https://kimchi.pl/product-pol-468.html,,,,,,,,
KIMCHI-1817,Tempura mąka do smażenia 1kg - Samlip,mąki-panierki-tapioka,https://kimchi.pl/product-pol-1817.html,cereals,cereals,,,,,Produkt zawiera pszenicę. Przechowywać w suchym i chłodnym miejscu.,
KIMCHI-68,"Tempura, miks do smażenia 1kg Ottogi",mąki-panierki-tapioka,https://kimchi.pl/product-pol-68.html,cereals,cereals,,,,,Produkt zawiera pszenicę. Przechowywać w suchym i chłodnym miejscu.,
KIMCHI-165,"Tempura, miks do smażenia 500g Ottogi",mąki-panierki-tapioka,https://kimchi.pl/product-pol-165.html,cereals,cereals,,,,,Produkt zawiera pszenicę. Przechowywać w suchym i chłodnym miejscu.,
KIMCHI-2537,"Teriyaki, sos do gotowania 80g - Sen Soy",sosy-marynaty,https://kimchi.pl/product-pol-2537.html,cereals|soybeans|nuts,cereals|fish|soybeans|molluscs,nuts|sesame,nuts,fish|molluscs,sesame,"Produkt zawiera soję, pszenicę (gluten) oraz ryby.",Może zawierać śladowe ilości orzechów ziemnych oraz sezamu. Alkohol etylowy stanowi nie więcej niż 1% objętości gotowych produktów. Wyprodukowano w WNP.
KIMCHI-5395,Tofu jedwabiste bardzo miękkie super soft 307g - Morinaga,tofu,https://kimchi.pl/product-pol-5395.html,soybeans,soybeans,,,,,"Produkt zawiera soję. Przechowywać w suchym, chłodnym miejscu. Po otwarciu przechowywać w lodówce w szczelnym opakowaniu i zużyć w ciągu 2 dni. Nie zamrażać. Opakowanie produktu nie nadaje się do użycia w mikrofalówce.",
KIMCHI-5256,Tofu miękkie Silken 300g - Satono Yuki,tofu,https://kimchi.pl/product-pol-5256.html,soybeans,soybeans,,,,,Produkt zawiera soję. Przechowywać w chłodnym i suchym miejscu. Po otwarciu trzymać zanurzone w wodzie w szczelnym pojemniku.,
KIMCHI-5794,Topokki Buldak o smaku ostrego kurczaka a la Carbonara 179g - Samyang,dania-gotowe,https://kimchi.pl/product-pol-5794.html,cereals|eggs|peanuts|soybeans|milk|nuts|celery|mustard|sesame|molluscs,cereals|soybeans|milk,cereals|crustaceans|eggs|fish|peanuts|nuts|celery|mustard|sesame|molluscs,eggs|peanuts|nuts|celery|mustard|sesame|molluscs,,crustaceans|fish,"Produkt zawiera pszenicę, gluten, soję oraz mleko. Wy","produkowany w fabryce, w której przetwarzane są: seler, produkty zbożowe zawierające gluten, skorupiaki, jaja, ryby, małże, musztardę, orzechy i orzeszki ziemne, sezam. Przechowywać w suchym i chłodnym miejscu, z dala od działania promieni słonecznych."
KIMCHI-5795,"Topokki Buldak Rose o smaku ostrego różanego kurczaka 183,5g - Samyang",dania-gotowe,https://kimchi.pl/product-pol-5795.html,cereals|eggs|peanuts|soybeans|milk|nuts|celery|mustard|sesame|molluscs,cereals|soybeans|milk,cereals|crustaceans|eggs|fish|peanuts|nuts|celery|mustard|sesame|molluscs,eggs|peanuts|nuts|celery|mustard|sesame|molluscs,,crustaceans|fish,"Produkt zawiera pszenicę, gluten, soję oraz mleko. Wy","produkowany w fabryce, w której przetwarzane są: seler, produkty zbożowe zawierające gluten, skorupiaki, jaja, ryby, małże, musztardę, orzechy i orzeszki ziemne, sezam. Przechowywać w suchym i chłodnym miejscu, z dala od działania promieni słonecznych."
KIMCHI-3918,Tortilla pszenna 30cm x 18szt - Fanex,dania-gotowe,https://kimchi.pl/product-pol-3918.html,cereals|mustard,cereals,mustard,mustard,,,Produkt zawiera pszenicę.,Może zawierać gorczycę. Przechowywać w suchym i chłodnym miejscu.
KIMCHI-5439,Tradycyjny azjatycki środek na bóle mięśni i stawów 60ml - Yulin,syropy,https://kimchi.pl/product-pol-5439.html,peanuts|soybeans|nuts,peanuts|soybeans|nuts,,,,,Produkt zawiera soję i orzechy ziemne. Przechowywać w suchym i chłodnym miejscu.,
KIMCHI-436,Trawa cytrynowa suszona w kawałkach 50g,przyprawy,https://kimchi.pl/product-pol-436.html,,,,,,,,
KIMCHI-2661,Tykwa Kanpyō marynowana w słodkiej zalewie 100g - Asia Kitchen,owoce-marynowane-warzywa,https://kimchi.pl/product-pol-2661.html,cereals|soybeans,cereals|soybeans,,,,,"Produkt zawiera soję oraz pszenicę. Przechowywać w suchym i chłodnym miejscu, z dala od słońca. Po otwarciu przechowywać w lodówce. Spożyć w ciągu miesiąca.",
KIMCHI-4797,Tykwa Kanpyō marynowana w słodkiej zalewie 150g - Sakura,owoce-marynowane-warzywa,https://kimchi.pl/product-pol-4797.html,cereals|soybeans,cereals|soybeans,,,,,"Produkt zawiera soję oraz pszenicę. Przechowywać w suchym i chłodnym miejscu, z dala od słońca. Po otwarciu przechowywać w lodówce. Spożyć w ciągu miesiąca.",
