sku,name,category,sourceUrl,oldCandidateAllergens,containsAllergens,mayContainAllergens,oldExtraVsContains,containsMissingFromOld,mayMissingFromOld,containsText,mayContainText
KIMCHI-5216,"2 x Angel Hair Chocolate, zestaw czekolad z anielskim włosiem i pistacjami - biała i różowa 80g Mistachio",słodycze-przekąski,https://kimchi.pl/product-pol-5216.html,cereals|soybeans|milk|nuts,cereals|soybeans|milk|nuts,,,,,"Produkt zawiera mleko, orzechy (pistacje), pszenicę i soję. Przechowywać w suchym i chłodnym miejscu.",
KIMCHI-5215,"2 x Dubai Chocolate, zestaw czekolad dubajskich z kremem pistacjowym i ciastem kataifi - mleczna i biała 160g Q Chew",słodycze-przekąski,https://kimchi.pl/product-pol-5215.html,cereals|soybeans|milk|nuts,cereals|soybeans|milk|nuts,,,,,"Produkt zawiera mleko, orzechy (pistacje), pszenicę i soję. Przechowywać w suchym i chłodnym miejscu.",
KIMCHI-5034,"Ajitsuke Menma, marynowane fermentowane pędy bambusa w plasterkach 100g - Momoya",pasty-smakowe,https://kimchi.pl/product-pol-5034.html,cereals|soybeans|sesame,cereals|soybeans|sesame,,,,,"Produkt zawiera soję, pszenicę i sezam. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce.",
KIMCHI-1428,"Ajitsuke Shiitake, grzyby w słodkiej zalewie 500g - Asia Kitchen",grzyby-shiitake,https://kimchi.pl/product-pol-1428.html,cereals|soybeans,cereals|soybeans,,,,,Produkt zawiera soję oraz pszenicę. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce. Wskazówka - Ajitsuke Shiitake można również zamrozić! W tym celu grzyby wraz z zalewą należy przełożyć do pojemnika odpornego na niskie temperatury i przechowywać w zamrażalniku. Spożyć w ciągu 1-2 miesięcy.,
KIMCHI-14,"Algi nori do sushi, 6 listków - House of Asia",arkusze-nori-gim,https://kimchi.pl/product-pol-14.html,,,,,,,,
KIMCHI-2761,Algi Sushi Nori Gold 50 szt. - Sen Soy,arkusze-nori-gim,https://kimchi.pl/product-pol-2761.html,,,,,,,,
KIMCHI-2505,Algi Sushi Nori Premium Gold 10 szt - Asia Kitchen,arkusze-nori-gim,https://kimchi.pl/product-pol-2505.html,,,,,,,,
KIMCHI-2506,Algi Sushi Nori Premium Gold 3 x 10 szt - Asia Kitchen,arkusze-nori-gim,https://kimchi.pl/product-pol-2506.html,,,,,,,,
KIMCHI-2507,Algi Sushi Nori Premium Gold 5 x 10 szt - Asia Kitchen,arkusze-nori-gim,https://kimchi.pl/product-pol-2507.html,,,,,,,,
KIMCHI-5214,"Angel Hair White Chocolate, biała czekolada z pistacjami i anielskim włosiem 80g - Mistachio",słodycze-przekąski,https://kimchi.pl/product-pol-5214.html,cereals|soybeans|milk|nuts,cereals|soybeans|milk|nuts,,,,,"Produkt zawiera mleko, orzechy (pistacje), pszenicę i soję. Przechowywać w suchym i chłodnym miejscu.",
KIMCHI-3440,"Anyż gwiaździsty, cały 50g - TRS",przyprawy-jednoskładnikowe,https://kimchi.pl/product-pol-3440.html,cereals|milk|nuts,,cereals|milk|nuts|celery|mustard|sesame,cereals|milk|nuts,,celery|mustard|sesame,Produkt,"może zawierać śladowe ilości orzeszków ziemnych i innych orzechów, nasion sezamu, zbóż zawierających gluten, mleka, selera, soi, gorczycy i siarczanów Przechowywać w suchym i chłodnym miejscu."
KIMCHI-3795,"Bancha, zielona herbata z późnego zbioru 60g - Maruka",herbaty,https://kimchi.pl/product-pol-3795.html,,,,,,,,
KIMCHI-5722,"Baza do zupy hot pot, bardzo ostra 220g - HAIDILAO",buliony,https://kimchi.pl/product-pol-5722.html,cereals|soybeans|nuts,cereals|soybeans|nuts,,,,,Produkt zawiera soję i pszenicę. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce.,
KIMCHI-5721,"Baza do zupy hot pot, ostra (medium hot) 220g - HAIDILAO",buliony,https://kimchi.pl/product-pol-5721.html,cereals|soybeans|nuts,cereals|soybeans|nuts,,,,,Produkt zawiera pszenicę i soję. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce.,
KIMCHI-5720,"Baza do zupy hot pot w kostkach, ostra 4x90g (360g) - HAIDILAO",buliony,https://kimchi.pl/product-pol-5720.html,cereals|soybeans,cereals|soybeans,,,,,Produkt zawiera soję i pszenicę. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce.,
KIMCHI-2004,"Baza do zupy, pasta do Hot Pot po syczuańsku 70g - Lee Kum Kee",pasty-smakowe,https://kimchi.pl/product-pol-2004.html,cereals|soybeans,cereals|soybeans,,,,,Produkt zawiera soję i pszenicę. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce.,
KIMCHI-2578,"Baza do zupy Pho, łagodna 80g - Sen Soy",buliony,https://kimchi.pl/product-pol-2578.html,cereals|fish|peanuts|soybeans|nuts,fish,cereals|peanuts|soybeans|nuts,cereals|peanuts|soybeans|nuts,,,Produkt zawiera ryby.,"Może zawierać orzechy ziemne, soję i pszenicę. Wyprodukowano w WNP."
KIMCHI-2579,"Baza do zupy Tom Yum, łagodna 80g - Sen Soy",buliony,https://kimchi.pl/product-pol-2579.html,fish|peanuts|soybeans|nuts|sesame,crustaceans|fish,peanuts|soybeans|nuts|sesame,peanuts|soybeans|nuts|sesame,crustaceans,,Produkt zawiera ryby oraz krewetki.,"Może zawierać orzechy ziemne, sezam, mąkę pszenną i soję. Wyprodukowano w WNP."
KIMCHI-4595,"BBQ Tteokbokki, kluski ryżowe w sosie barbecue 260g - O'Food",dania-gotowe,https://kimchi.pl/product-pol-4595.html,soybeans,soybeans,,,,,Produkt zawiera soję. Przechowywać w suchym i chłodnym miejscu. Chronić przed bezpośrednim działaniem promieni słonecznych i wysokiej temperatury.,
KIMCHI-4437,"Bento Squid Snack Sweet & Spicy, przekąska z kałamarnicy słodko-ostra 20g - Bento & Co",dania-gotowe,https://kimchi.pl/product-pol-4437.html,cereals|fish,cereals|fish|molluscs,,,molluscs,,"Produkt zawiera ryby, gluten i pszenicę. Przechowywać w suchym i chłodnym miejscu.",
KIMCHI-1136,"Bibim Men, makaron w słodko-ostrym sosie 130g - Paldo",ramyun-ramen,https://kimchi.pl/product-pol-1136.html,cereals|eggs|peanuts|soybeans|milk|nuts|celery|mustard|sesame|molluscs,cereals|soybeans|mustard|sesame,crustaceans|eggs|fish|peanuts|milk|nuts|celery|mustard|sesame|sulphites|lupin|molluscs,eggs|peanuts|milk|nuts|celery|molluscs,,crustaceans|fish|sulphites|lupin,"Produkt zawiera soję, pszenicę, sezam oraz musztardę.","Wytwarzany w fabrykach, w którym przetwarzane są również ryby, skorupiaki, małże, mleko, jaja, orzechy (w tym orzeszki ziemne), seler, musztarda, sezam, łubin oraz siarczyny."
KIMCHI-4620,Big La Tiao przekąska Hot & Spicy 106g - Wei-Long,słodycze-przekąski,https://kimchi.pl/product-pol-4620.html,cereals|soybeans|mustard,cereals|soybeans|mustard,,,,,"Produkt zawiera pszenicę, soję i musztardę. Przechowywać w suchym i chłodnym miejscu.",
KIMCHI-5473,Big La Tiao przekąska Hot & Spicy 400g - Wei-Long,słodycze-przekąski,https://kimchi.pl/product-pol-5473.html,cereals|soybeans|mustard,cereals|soybeans|mustard,,,,,"Produkt zawiera pszenicę, soję i musztardę. Przechowywać w suchym i chłodnym miejscu.",
KIMCHI-4670,"Boczek smażony, chipsy snacki mięsne, skórki wieprzowe BBQ barbecue 150g - Ok Snacks",słodycze-przekąski,https://kimchi.pl/product-pol-4670.html,,,,,,,Produkt zawiera mięso (wieprzowinę). Przechowywać w suchym i chłodnym miejscu.,
KIMCHI-4669,"Boczek smażony, chipsy snacki mięsne, skórki wieprzowe solone 150g - Ok Snacks",słodycze-przekąski,https://kimchi.pl/product-pol-4669.html,,,,,,,Produkt zawiera mięso (wieprzowinę). Przechowywać w suchym i chłodnym miejscu.,
KIMCHI-5158,"Bombonierka Alfort Mini Chocolate Rich Kyoto Uji Matcha, czekoladki z zieloną herbatą na herbatniku (12 sztuk) 60g - Bourbon",słodycze-przekąski,https://kimchi.pl/product-pol-5158.html,cereals|soybeans|milk,cereals|soybeans|milk,,,,,"Produkt zawiera soję, pszenicę i mleko. Przechowywać w suchym i chłodnym miejscu.",
KIMCHI-2685,"Bori-cha, herbata jęczmienna (30 x 10g) 300g - Sempio",herbaty,https://kimchi.pl/product-pol-2685.html,,cereals,,,cereals,,Produkt zawiera jęczmień. Przechowywać w suchym i chłodnym miejscu.,
KIMCHI-3593,"Buchim Garu, miks na koreańskie naleśniki 1kg - CJ Beksul",mąki-panierki-tapioka,https://kimchi.pl/product-pol-3593.html,cereals|soybeans|milk,cereals,soybeans|milk,soybeans|milk,,,Produkt zawiera pszenicę.,Może zawierać mleko i soję. Przechowywać w suchym i chłodnym miejscu.
KIMCHI-5783,Buldak Hot Sauce Carbonara Flavour - sos o smaku pikantnego kurczaka carbonara 165ml Samyang,ramyun-ramen,https://kimchi.pl/product-pol-5783.html,cereals|eggs|peanuts|soybeans|milk|nuts|celery|mustard,cereals|soybeans|celery,crustaceans|eggs|fish|peanuts|milk|nuts|mustard|sesame|molluscs,eggs|peanuts|milk|nuts|mustard,,crustaceans|fish|sesame|molluscs,"Produkt zawiera soję, pszenicę i seler.","Może zawierać skorupiaki, jaja, ryby, orzeszki ziemne, mleko, orzechy, gorczycę, nasiona sezamu i mięczaki. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce. Produkt o ograniczonej trwałości."
KIMCHI-5782,Buldak Hot Sauce Extremely Spicy - sos o smaku ostrego kurczaka 2xSpicy 165ml Samyang,ramyun-ramen,https://kimchi.pl/product-pol-5782.html,cereals|eggs|peanuts|soybeans|milk|nuts|celery|mustard,cereals|soybeans|celery,crustaceans|eggs|fish|peanuts|milk|nuts|mustard|sesame|molluscs,eggs|peanuts|milk|nuts|mustard,,crustaceans|fish|sesame|molluscs,"Produkt zawiera soję, pszenicę i seler.","Może zawierać skorupiaki, jaja, ryby, orzeszki ziemne, mleko, orzechy, gorczycę, nasiona sezamu i mięczaki. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce. Produkt o ograniczonej trwałości."
KIMCHI-5781,Buldak Hot Sauce Original - sos o smaku ostrego kurczaka 165ml Samyang,ramyun-ramen,https://kimchi.pl/product-pol-5781.html,cereals|eggs|peanuts|soybeans|milk|nuts|celery|mustard,cereals|soybeans|celery,crustaceans|eggs|fish|peanuts|milk|nuts|mustard|sesame|molluscs,eggs|peanuts|milk|nuts|mustard,,crustaceans|fish|sesame|molluscs,"Produkt zawiera soję, pszenicę i seler.","Może zawierać skorupiaki, jaja, ryby, orzeszki ziemne, mleko, orzechy, gorczycę, nasiona sezamu i mięczaki. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce. Produkt o ograniczonej trwałości."
KIMCHI-3154,Buldak Ramyun 2xSpicy makaron instant o smaku bombowo ostrego kurczaka 40 x 140g (cały karton) - Samyang,ramyun-ramen,https://kimchi.pl/product-pol-3154.html,cereals|crustaceans|eggs|fish|soybeans|milk|sesame,cereals|soybeans|sesame,crustaceans|eggs|milk,crustaceans|eggs|fish|milk,,,"Produkt zawiera pszenicę, gluten, soję oraz sezam.","Może zawierać śladowe ilości ryb, jaj, mleka i skorupiaków. Przechowywać w suchym i chłodnym miejscu, z dala od działania promieni słonecznych."
KIMCHI-2640,Buldak Ramyun 2xSpicy makaron instant o smaku bombowo ostrego kurczaka 5 x 140g - Samyang,ramyun-ramen,https://kimchi.pl/product-pol-2640.html,cereals|crustaceans|eggs|fish|soybeans|milk|sesame,cereals|soybeans|sesame,crustaceans|eggs|milk,crustaceans|eggs|fish|milk,,,"Produkt zawiera pszenicę, gluten, soję oraz sezam.","Może zawierać śladowe ilości ryb, jaj, mleka i skorupiaków. Przechowywać w suchym i chłodnym miejscu, z dala od działania promieni słonecznych."
KIMCHI-2472,"Buldak Ramyun 2xSpicy makaron instant o smaku bombowo ostrego kurczaka, duża micha 105g - Samyang",ramyun-ramen,https://kimchi.pl/product-pol-2472.html,cereals|crustaceans|eggs|fish|soybeans|milk|sesame,cereals|soybeans|sesame,crustaceans|eggs|milk,crustaceans|eggs|fish|milk,,,"Produkt zawiera pszenicę, gluten, soję oraz sezam.","Może zawierać śladowe ilości ryb, jaj, mleka i skorupiaków. Przechowywać w suchym i chłodnym miejscu, z dala od działania promieni słonecznych."
KIMCHI-2151,Buldak Ramyun 2xSpicy makaron instant o smaku bombowo ostrego kurczaka w kubku 70g - Samyang,ramyun-ramen,https://kimchi.pl/product-pol-2151.html,cereals|crustaceans|eggs|fish|soybeans|milk|sesame,cereals|soybeans|sesame,crustaceans|eggs|milk,crustaceans|eggs|fish|milk,,,"Produkt zawiera pszenicę, gluten, soję oraz sezam.","Może zawierać śladowe ilości ryb, jaj, mleka i skorupiaków. Przechowywać w suchym i chłodnym miejscu, z dala od działania promieni słonecznych."
KIMCHI-1350,"Buldak Ramyun 2xSpicy makaron instant o smaku ostrego kurczaka, bombowo ostry 140g - Samyang",ramyun-ramen,https://kimchi.pl/product-pol-1350.html,cereals|crustaceans|eggs|fish|soybeans|milk|sesame,cereals|soybeans|sesame,crustaceans|eggs|milk,crustaceans|eggs|fish|milk,,,"Produkt zawiera pszenicę, gluten, soję oraz sezam.","Może zawierać śladowe ilości ryb, jaj, mleka i skorupiaków. Przechowywać w suchym i chłodnym miejscu, z dala od działania promieni słonecznych."
KIMCHI-4225,Buldak Ramyun Original makaron instant o smaku ogniście ostrego kurczaka w kubku 70g - Samyang,ramyun-ramen,https://kimchi.pl/product-pol-4225.html,cereals|crustaceans|eggs|fish|soybeans|milk|sesame,cereals|soybeans|sesame,crustaceans|eggs|milk,crustaceans|eggs|fish|milk,,,"Produkt zawiera pszenicę, gluten, soję oraz sezam.","Może zawierać śladowe ilości ryb, jaj, mleka i skorupiaków. Przechowywać w suchym i chłodnym miejscu, z dala od działania promieni słonecznych."
KIMCHI-4754,Buldak Ramyun Original makaron instant o smaku ogniście ostrego kurczaka w kubku 70g - Samyang Japan,ramyun-ramen,https://kimchi.pl/product-pol-4754.html,cereals|crustaceans|eggs|fish|soybeans|milk|sesame,cereals|soybeans|sesame,crustaceans|eggs|milk,crustaceans|eggs|fish|milk,,,"Produkt zawiera pszenicę, gluten, soję i sezam.","Może zawierać śladowe ilości ryb, jaj, mleka i skorupiaków. Przechowywać w suchym i chłodnym miejscu, z dala od działania promieni słonecznych."
KIMCHI-1149,"Buldak Ramyun Original makaron instant o smaku ostrego kurczaka, ogniście ostry 140g - Samyang",ramyun-ramen,https://kimchi.pl/product-pol-1149.html,cereals|soybeans|sesame,cereals|soybeans|sesame,,,,,"Produkt zawiera soję, pszenicę, gluten z pszenicy oraz sezam. Przechowywać w suchym i chłodnym miejscu, z dala od działania promieni słonecznych.",
KIMCHI-2555,"Buldak Ramyun Original makaron instant o smaku ostrego kurczaka, ogniście ostry 5 x 140g - Samyang",ramyun-ramen,https://kimchi.pl/product-pol-2555.html,cereals|soybeans|sesame,cereals|soybeans|sesame,,,,,"Produkt zawiera soję, pszenicę, gluten z pszenicy oraz sezam. Przechowywać w suchym i chłodnym miejscu, z dala od działania promieni słonecznych.",
KIMCHI-1001,Bulion Dashida o smaku  wołowym 1kg - CJ (Cheiljedang),buliony,https://kimchi.pl/product-pol-1001.html,cereals|crustaceans|fish|soybeans|milk|nuts,cereals|soybeans,crustaceans|eggs|milk|nuts,crustaceans|fish|milk|nuts,,eggs,Produkt zawiera soję i pszenicę.,"Może zawierać śladowe ilości mleka, jajek, orzechów, skorupiaków, ryb i małż. Przechowywać w suchym, chłodnym miejscu. Po otwarciu przechowywać w lodówce w szczelnym opakowaniu."
KIMCHI-2808,Bulion Dashida o smaku wołowym 300g - CJ (Cheiljedang),buliony,https://kimchi.pl/product-pol-2808.html,cereals|crustaceans|fish|soybeans|milk|nuts,cereals|soybeans,crustaceans|eggs|milk|nuts,crustaceans|fish|milk|nuts,,eggs,Produkt zawiera soję i pszenicę.,"Może zawierać śladowe ilości mleka, jajek, orzechów, skorupiaków, ryb i małż. Przechowywać w suchym, chłodnym miejscu. Po otwarciu przechowywać w lodówce w szczelnym opakowaniu."
KIMCHI-5747,Bulion dashi w stylu koreańskim granulowany bez MSG 130g - Youki,buliony,https://kimchi.pl/product-pol-5747.html,soybeans|milk|molluscs,fish|soybeans|milk|cereals|molluscs,,,fish|cereals,,"Produkt zawiera mleko, soję, ryby i owoce morza. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce.",
KIMCHI-5511,Bulion do zupy Ramen Miso 440ml - ITA-SAN,ramyun-ramen,https://kimchi.pl/product-pol-5511.html,cereals|soybeans|sesame,cereals|soybeans|sesame,,,,,"Produkt zawiera soję, pszenicę i sezam. Przechowywać w suchym i chłodnym miejscu. Po otwarciu zalecamy przechowywanie w lodówce.",
KIMCHI-5512,Bulion do zupy Ramen Shoyu 440ml - ITA-SAN,ramyun-ramen,https://kimchi.pl/product-pol-5512.html,cereals|soybeans|celery|sesame,cereals|soybeans|celery|sesame,,,,,"Produkt zawiera soję, pszenicę, seler i sezam. Przechowywać w suchym i chłodnym miejscu. Po otwarciu zalecamy przechowywanie w lodówce.",
KIMCHI-5513,Bulion do zupy Ramen Tonkotsu 440ml - ITA-SAN,ramyun-ramen,https://kimchi.pl/product-pol-5513.html,,,,,,,,
KIMCHI-4682,Bulion drobiowy w proszku 250g - Ajinomoto,buliony,https://kimchi.pl/product-pol-4682.html,cereals|soybeans|milk,cereals|soybeans|milk,,,,,"Produkt zawiera laktozę z mleka, soję i pszenicę. Zawiera tłuszcze zwierzęce. Przechowywać w suchym i chłodnym miejscu, chronić przed wilgocią. Po otwarciu przechowywać w zamkniętym opakowaniu.",
KIMCHI-4769,Bulion Hondashi z dodatkiem tuńczyka bonito 40g - Ajinomoto,buliony,https://kimchi.pl/product-pol-4769.html,fish|milk,fish|milk,,,,,"Produkt zawiera ryby i laktozę. Przechowywać w suchym i chłodnym miejscu, chronić przed wilgocią. Po otwarciu przechowywać w zamkniętym opakowaniu. Produkt o ograniczonej trwałości.",
KIMCHI-5545,"Bulion, koncentrat Dashi no Moto z wodorostów kombu 1kg - Shimaya",buliony,https://kimchi.pl/product-pol-5545.html,,,,,,,,
KIMCHI-5169,Bulion rybny gotowy Bonito Somi Tsuyu 500ml - Somi Food,ramyun-ramen,https://kimchi.pl/product-pol-5169.html,fish|soybeans,fish|soybeans|cereals,,,cereals,,Produkt zawiera soję i ryby. Przechowywać w suchym i chłodnym miejscu. Po otwarciu zalecamy przechowywanie w lodówce.,
KIMCHI-5170,Bulion rybny gotowy Kyoto Wafu Dashi 500ml - Somi Food,sosy-marynaty,https://kimchi.pl/product-pol-5170.html,fish|soybeans,fish|soybeans,,,,,Produkt zawiera soję i ryby. Przechowywać w suchym i chłodnym miejscu. Po otwarciu zalecamy przechowywanie w lodówce.,
KIMCHI-5171,Bulion rybny gotowy Somi Shiro Dashi 500ml - Somi Food,sosy-marynaty,https://kimchi.pl/product-pol-5171.html,fish|soybeans,fish|soybeans,,,,,Produkt zawiera soję i ryby. Przechowywać w suchym i chłodnym miejscu. Po otwarciu zalecamy przechowywanie w lodówce.,
KIMCHI-5507,Bulion z kurczaka w proszku Tori-Gara bez MSG 130g - Youki,buliony,https://kimchi.pl/product-pol-5507.html,milk,milk,,,,,Produkt zawiera mleko. Przechowywać w suchym i chłodnym miejscu.,
KIMCHI-5029,"Calpis Water, niegazowany napój mleczny 350ml - Asahi",napoje,https://kimchi.pl/product-pol-5029.html,soybeans|milk,soybeans|milk,,,,,Produkt zawiera mleko i soję. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce.,
KIMCHI-4539,"Century Eggs, stuletnie jajka kacze 6 sztuk 420g - Xu Ri",dania-gotowe,https://kimchi.pl/product-pol-4539.html,eggs,eggs,,,,,,
KIMCHI-521,"Chapagetti, makaron z sosem z czarnej fasoli, łagodny 140g - Nongshim",ramyun-ramen,https://kimchi.pl/product-pol-521.html,cereals|eggs|peanuts|soybeans|milk|mustard|sesame,cereals|crustaceans|soybeans|mustard|sesame,cereals|eggs|fish|peanuts|milk|celery|molluscs,eggs|peanuts|milk,crustaceans,fish|celery|molluscs,"Produkt zawiera pszenicę, soję, krewetki, sezam oraz musztardę.","Może zawierać jęczmień, jaja, ryby, orzeszki ziemne, mleko, selera i mięczaki."
KIMCHI-4076,"Chicharon Hot & Spicy, chrupki mięsne, skórki wieprzowe o smaku ostrego chili 50g - Pinoy Kitchen",słodycze-przekąski,https://kimchi.pl/product-pol-4076.html,,,,,,,Produkt zawiera mięso (wieprzowinę) oraz tłuszcz wieprzowy. Przechowywać w suchym i chłodnym miejscu.,
KIMCHI-4077,"Chicharon Salt & Vinegar, chrupki mięsne, skórki wieprzowe o smaku soli i octu 50g - Pinoy Kitchen",słodycze-przekąski,https://kimchi.pl/product-pol-4077.html,,,,,,,Produkt zawiera mięso (wieprzowinę) oraz tłuszcz wieprzowy. Przechowywać w suchym i chłodnym miejscu.,
KIMCHI-935,Chińskie ciasteczka z wróżbą 100 szt. - Janeco,słodycze-przekąski,https://kimchi.pl/product-pol-935.html,cereals|eggs,cereals|eggs,,,,,"Produkt zawiera pszenicę i jajka. Wymiary opakowania: 9,5 x 6,5 cm Przechowywać w suchym i chłodnym miejscu. Wy",produkowano w Unii Europejskiej.
KIMCHI-1068,Chińskie ciasteczka z wróżbą 280 szt. - Janeco,słodycze-przekąski,https://kimchi.pl/product-pol-1068.html,cereals|eggs,cereals|eggs,,,,,"Produkt zawiera pszenicę i jajka. Wymiary opakowania: 9,5 x 6,5 cm Przechowywać w suchym i chłodnym miejscu. Wy",produkowano w Unii Europejskiej.
KIMCHI-934,Chińskie ciasteczka z wróżbą 50 szt. - Janeco,słodycze-przekąski,https://kimchi.pl/product-pol-934.html,cereals|eggs,cereals|eggs,,,,,"Produkt zawiera pszenicę i jajka. Wymiary opakowania: 9,5 x 6,5 cm Przechowywać w suchym i chłodnym miejscu. Wy",produkowano w Unii Europejskiej.
KIMCHI-2162,"Chińskie wodne kasztany, całe 567g - Spring Happiness",owoce-marynowane-warzywa,https://kimchi.pl/product-pol-2162.html,,,,,,,,
KIMCHI-5527,Chipsy Caribbean Spiced Chicken 100g - Pringles,słodycze-przekąski,https://kimchi.pl/product-pol-5527.html,cereals,cereals,,,,,Produkt zawiera pszenicę. Przechowywać w suchym miejscu i chłodnym miejscu.,
KIMCHI-1416,"Chipsy Hi Tempura, algi nori w tempurze 40g - Tao Kae Noi",słodycze-przekąski,https://kimchi.pl/product-pol-1416.html,cereals|eggs,cereals|eggs|soybeans,,,soybeans,,,
KIMCHI-5453,"Chipsy Hi Tempura, algi nori w tempurze chili & lime 40g - Tao Kae Noi",słodycze-przekąski,https://kimchi.pl/product-pol-5453.html,cereals|milk,cereals|soybeans|milk,,,soybeans,,,
KIMCHI-5352,"Chipsy Hi Tempura, algi nori w tempurze Mushroom & Black Pepper 40g - Tao Kae Noi",słodycze-przekąski,https://kimchi.pl/product-pol-5352.html,cereals,cereals,,,,,,
KIMCHI-1448,"Chipsy Hi Tempura, algi nori w tempurze, pikantne 40g - Tao Kae Noi",słodycze-przekąski,https://kimchi.pl/product-pol-1448.html,cereals|eggs,cereals|eggs|soybeans,,,soybeans,,,
KIMCHI-5351,"Chipsy Hi Tempura, algi nori w tempurze Smoked BBQ 40g - Tao Kae Noi",słodycze-przekąski,https://kimchi.pl/product-pol-5351.html,cereals|celery,cereals|soybeans|celery,,,soybeans,,,
KIMCHI-5503,Chipsy Hotate Shio smak soli i przegrzebków 53g - Calbee,słodycze-przekąski,https://kimchi.pl/product-pol-5503.html,fish|soybeans,fish|soybeans,,,,,"Produkt zawiera przegrzebki, ryby i soję. Przechowywać w suchym miejscu i chłodnym miejscu.",
KIMCHI-5039,Chipsy Kansai Dashi-Shoyu smak sosu sojowego i pasty dashi 53g - Calbee,słodycze-przekąski,https://kimchi.pl/product-pol-5039.html,cereals|fish|soybeans|milk,cereals|fish|soybeans|milk,,,,,"Produkt zawiera soję, pszenicę, mleko, ryby, owoce morza. Przechowywać w suchym miejscu i chłodnym miejscu.",
KIMCHI-554,Chipsy Kimnori z alg morskich 40g - Kimnori,słodycze-przekąski,https://kimchi.pl/product-pol-554.html,sesame,crustaceans|sesame,,,crustaceans,,"Produkt zawiera sezam oraz skorupiaki (krewetki). Przechowywać w suchym miejscu, z dala od bezpośredniego działania promieni słonecznych.",
KIMCHI-238,Chipsy krewetkowe 75g - Nongshim,słodycze-przekąski,https://kimchi.pl/product-pol-238.html,cereals,cereals|crustaceans,,,crustaceans,,Produkt zawiera pszenicę oraz krewetki.,
KIMCHI-443,"Chipsy krewetkowe, pikantne 75g - Nongshim",słodycze-przekąski,https://kimchi.pl/product-pol-443.html,cereals|soybeans|milk,cereals|crustaceans|soybeans|milk,,,crustaceans,,"Produkt zawiera soję, pszenicę, laktozę oraz skorupiaki (krewetki). Chronić przed działaniem promieni słonecznych, wilgoci oraz wysokich temperatur.",
KIMCHI-3808,"Chipsy krewetkowe, prażynki do smażenia 1kg - Sa Giang",słodycze-przekąski,https://kimchi.pl/product-pol-3808.html,,crustaceans,,,crustaceans,,Produkt zawiera krewetki. Przechowywać w suchym i chłodnym miejscu.,
KIMCHI-3949,Chipsy krewetkowe Sriracha Original 80g - Flying Goose,słodycze-przekąski,https://kimchi.pl/product-pol-3949.html,cereals|mustard,cereals|crustaceans|mustard,,,crustaceans,,"Produkt zawiera krewetki, pszenicę i gorczycę. Przechowywać w suchym i chłodnym miejscu.",
KIMCHI-4832,Chipsy Mexican Chicken Tomato Flavor o smaku kurczaka i pomidorów 70g - Lay's,słodycze-przekąski,https://kimchi.pl/product-pol-4832.html,,,,,,,,
KIMCHI-5013,Chipsy Minecraft Spicy TNT pikantne 158g - Pringles,słodycze-przekąski,https://kimchi.pl/product-pol-5013.html,cereals|milk,cereals|milk|soybeans,,,soybeans,,Produkt zawiera mleko oraz pszenicę. Przechowywać w suchym miejscu i chłodnym miejscu.,
KIMCHI-4579,"Chipsy Nori Kimchi 18 szt x 4,5g - Sen Soy",słodycze-przekąski,https://kimchi.pl/product-pol-4579.html,sesame,sesame,,,,,Produkt zawiera sezam. Uwaga – Produkt naturalnie bogaty w jod. Nadmierne spożycie może zakłócić prawidłową pracę tarczycy. Zalecana porcja do spożycia to 10 g nori dziennie. Nie spożywać więcej niż 47 g na dobę.,
KIMCHI-2586,"Chipsy Nori Kimchi 4,5g - Sen Soy",słodycze-przekąski,https://kimchi.pl/product-pol-2586.html,sesame,sesame,,,,,Produkt zawiera sezam. Uwaga – Produkt naturalnie bogaty w jod. Nadmierne spożycie może zakłócić prawidłową pracę tarczycy. Zalecana porcja do spożycia to 10 g nori dziennie. Nie spożywać więcej niż 47 g na dobę.,
KIMCHI-5433,"Chipsy Nori Olive Oil 24 szt x 4,5g - Sen Soy",słodycze-przekąski,https://kimchi.pl/product-pol-5433.html,sesame,sesame,,,,,Produkt zawiera sezam.,
KIMCHI-5432,"Chipsy Nori Olive Oil 4,5g - Sen Soy",słodycze-przekąski,https://kimchi.pl/product-pol-5432.html,sesame,sesame,,,,,Produkt zawiera sezam.,
KIMCHI-4581,"Chipsy Nori Original z solą 18 szt x 4,5g - Sen Soy",słodycze-przekąski,https://kimchi.pl/product-pol-4581.html,sesame,sesame,,,,,Produkt zawiera sezam.,
KIMCHI-2613,"Chipsy Nori Original z solą 4,5g - Sen Soy",słodycze-przekąski,https://kimchi.pl/product-pol-2613.html,sesame,sesame,,,,,Produkt zawiera sezam.,
