field_key,source_table,source_column,product_id,product_image_id,product_code,legacy_kimchi_slug,product_slug,image_file,source_url,target_url,source_http_status,source_http_ok,source_content_type,source_content_length,notes
product_images:8df7b5f8-0f08-4655-9489-ae6703417baa:image_large_url,product_images,image_large_url,8b4c0a81-f57b-401f-940e-41d113ca9c6a,8df7b5f8-0f08-4655-9489-ae6703417baa,ADG-000573,KIMCHI-2828,papryka-chili-w-nitkach-sil-gochu-100g-asia-foods,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2828/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000573/1.webp,200,true,image/png,428501,
products:35db3c31-fa84-4ebe-b5ff-b0588be0551a:image_url,products,image_url,35db3c31-fa84-4ebe-b5ff-b0588be0551a,,ADG-000574,KIMCHI-2832,zestaw-do-sushi-kremowo-czarny-6-elementow-edo-japan,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2832/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000574/1.webp,200,true,image/png,386331,
product_images:7e4e2b4c-9378-4d9c-8133-e67c47c7b06c:image_large_url,product_images,image_large_url,35db3c31-fa84-4ebe-b5ff-b0588be0551a,7e4e2b4c-9378-4d9c-8133-e67c47c7b06c,ADG-000574,KIMCHI-2832,zestaw-do-sushi-kremowo-czarny-6-elementow-edo-japan,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2832/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000574/1.webp,200,true,image/png,386331,
products:22771774-0901-4e2c-919c-1c7c9b8a028e:image_url,products,image_url,22771774-0901-4e2c-919c-1c7c9b8a028e,,ADG-000575,KIMCHI-2839,chipsy-ziemniaczane-potechi-wasabi-nori-100g-koikeya,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2839/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000575/1.webp,200,true,image/png,274074,
product_images:91edb793-a3c0-41ca-8f5a-c1ea0724b974:image_large_url,product_images,image_large_url,22771774-0901-4e2c-919c-1c7c9b8a028e,91edb793-a3c0-41ca-8f5a-c1ea0724b974,ADG-000575,KIMCHI-2839,chipsy-ziemniaczane-potechi-wasabi-nori-100g-koikeya,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2839/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000575/1.webp,200,true,image/png,274074,
products:b11ef08d-b656-4d60-b615-8f6f67bc7948:image_url,products,image_url,b11ef08d-b656-4d60-b615-8f6f67bc7948,,ADG-000576,KIMCHI-2840,chipsy-ziemniaczane-potechi-teriyaki-100g-koikeya,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2840/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000576/1.webp,200,true,image/png,275479,
product_images:31e6130e-42bb-4023-8bf6-5421b257c02f:image_large_url,product_images,image_large_url,b11ef08d-b656-4d60-b615-8f6f67bc7948,31e6130e-42bb-4023-8bf6-5421b257c02f,ADG-000576,KIMCHI-2840,chipsy-ziemniaczane-potechi-teriyaki-100g-koikeya,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2840/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000576/1.webp,200,true,image/png,275479,
products:752044e6-12b7-43de-a95f-5c871c4c9eaa:image_url,products,image_url,752044e6-12b7-43de-a95f-5c871c4c9eaa,,ADG-000577,KIMCHI-2841,chipsy-ziemniaczane-potechi-umeboshi-100g-koikeya,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2841/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000577/1.webp,200,true,image/png,264460,
product_images:ead18831-31ab-4ed6-b411-fa33258d480b:image_large_url,product_images,image_large_url,752044e6-12b7-43de-a95f-5c871c4c9eaa,ead18831-31ab-4ed6-b411-fa33258d480b,ADG-000577,KIMCHI-2841,chipsy-ziemniaczane-potechi-umeboshi-100g-koikeya,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2841/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000577/1.webp,200,true,image/png,264460,
products:5ce19b8e-4f1a-4d52-9e72-ed1e05c6f67b:image_url,products,image_url,5ce19b8e-4f1a-4d52-9e72-ed1e05c6f67b,,ADG-000578,KIMCHI-2845,kluski-ryzowe-do-tteokbokki-male-slupki-600g-3-x-200g-matamun,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2845/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000578/1.webp,200,true,image/png,371909,
product_images:9dd91c0a-f31b-4621-aead-c1c7cef122c2:image_large_url,product_images,image_large_url,5ce19b8e-4f1a-4d52-9e72-ed1e05c6f67b,9dd91c0a-f31b-4621-aead-c1c7cef122c2,ADG-000578,KIMCHI-2845,kluski-ryzowe-do-tteokbokki-male-slupki-600g-3-x-200g-matamun,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2845/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000578/1.webp,200,true,image/png,371909,
products:fcfeb68f-8a88-4d6b-a709-342a6236c55c:image_url,products,image_url,fcfeb68f-8a88-4d6b-a709-342a6236c55c,,ADG-000579,KIMCHI-2848,papryka-taeyangcho-gochugaru-100-do-kimchi-1kg-sempio,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2848/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000579/1.webp,200,true,image/png,356103,
product_images:7b3be533-18ce-4fcc-bf60-e6e779bf2e78:image_large_url,product_images,image_large_url,fcfeb68f-8a88-4d6b-a709-342a6236c55c,7b3be533-18ce-4fcc-bf60-e6e779bf2e78,ADG-000579,KIMCHI-2848,papryka-taeyangcho-gochugaru-100-do-kimchi-1kg-sempio,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2848/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000579/1.webp,200,true,image/png,356103,
products:1ea39dc9-9d51-4708-85a6-850b09bd276f:image_url,products,image_url,1ea39dc9-9d51-4708-85a6-850b09bd276f,,ADG-000580,KIMCHI-2854,herbata-zielona-matcha-w-proszku-100g-planteon,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2854/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000580/1.webp,200,true,image/webp,56370,
product_images:5bcd9dd2-a6a6-464c-a167-62ffc6eee0c5:image_large_url,product_images,image_large_url,1ea39dc9-9d51-4708-85a6-850b09bd276f,5bcd9dd2-a6a6-464c-a167-62ffc6eee0c5,ADG-000580,KIMCHI-2854,herbata-zielona-matcha-w-proszku-100g-planteon,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2854/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000580/1.webp,200,true,image/webp,56370,
products:b91e7213-af53-460f-8515-5ac5740bae93:image_url,products,image_url,b91e7213-af53-460f-8515-5ac5740bae93,,ADG-000581,KIMCHI-2858,kluski-ryzowe-do-tteokguk-male-plasterki-600g-3-x-200g-matamun,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2858/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000581/1.webp,200,true,image/png,299886,
product_images:fe03f1b9-08e5-4405-89e6-717a5484b68f:image_large_url,product_images,image_large_url,b91e7213-af53-460f-8515-5ac5740bae93,fe03f1b9-08e5-4405-89e6-717a5484b68f,ADG-000581,KIMCHI-2858,kluski-ryzowe-do-tteokguk-male-plasterki-600g-3-x-200g-matamun,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2858/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000581/1.webp,200,true,image/png,299886,
products:15f8886e-aa4e-4a9f-bbb3-8f3dbe9679bc:image_url,products,image_url,15f8886e-aa4e-4a9f-bbb3-8f3dbe9679bc,,ADG-000582,KIMCHI-2859,sos-do-tteokbokki-slodko-ostry-480g-surasang,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2859/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000582/1.webp,200,true,image/png,247019,
product_images:2202bd06-0766-4a57-8e65-4c53ac964dfb:image_large_url,product_images,image_large_url,15f8886e-aa4e-4a9f-bbb3-8f3dbe9679bc,2202bd06-0766-4a57-8e65-4c53ac964dfb,ADG-000582,KIMCHI-2859,sos-do-tteokbokki-slodko-ostry-480g-surasang,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2859/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000582/1.webp,200,true,image/png,247019,
products:52cb3b10-813c-4427-b56f-7f0e4ba6a118:image_url,products,image_url,52cb3b10-813c-4427-b56f-7f0e4ba6a118,,ADG-000583,KIMCHI-2873,pasta-chunjang-jjajang-z-czarnej-fasoli-ostra-300g-jinmi,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2873/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000583/1.webp,200,true,image/png,495939,
product_images:0048bc97-6a12-4079-85d1-258f8480ca56:image_large_url,product_images,image_large_url,52cb3b10-813c-4427-b56f-7f0e4ba6a118,0048bc97-6a12-4079-85d1-258f8480ca56,ADG-000583,KIMCHI-2873,pasta-chunjang-jjajang-z-czarnej-fasoli-ostra-300g-jinmi,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2873/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000583/1.webp,200,true,image/png,495939,
products:9c85731e-4ce5-4a68-9b30-47e5023e2e66:image_url,products,image_url,9c85731e-4ce5-4a68-9b30-47e5023e2e66,,ADG-000584,KIMCHI-2875,pasta-chunjang-jjajang-z-czarnej-fasoli-prazona-500g-wang,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2875/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000584/1.webp,200,true,image/png,413760,
product_images:dc10e961-5fdd-4a60-8aa4-e4f476651019:image_large_url,product_images,image_large_url,9c85731e-4ce5-4a68-9b30-47e5023e2e66,dc10e961-5fdd-4a60-8aa4-e4f476651019,ADG-000584,KIMCHI-2875,pasta-chunjang-jjajang-z-czarnej-fasoli-prazona-500g-wang,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2875/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000584/1.webp,200,true,image/png,413760,
products:0977e0b0-0dd1-41d9-b3b1-6c72919ec2da:image_url,products,image_url,0977e0b0-0dd1-41d9-b3b1-6c72919ec2da,,ADG-000585,KIMCHI-2877,japonski-noz-bunka-szefa-uniwersalny-20cm-satake-houcho,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2877/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000585/1.webp,200,true,image/png,123843,
product_images:dd4ba738-5d95-4416-ab28-9dd59d53ba27:image_large_url,product_images,image_large_url,0977e0b0-0dd1-41d9-b3b1-6c72919ec2da,dd4ba738-5d95-4416-ab28-9dd59d53ba27,ADG-000585,KIMCHI-2877,japonski-noz-bunka-szefa-uniwersalny-20cm-satake-houcho,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2877/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000585/1.webp,200,true,image/png,123843,
product_images:3f22a958-7f81-4e7c-8fb6-c6dc12d573da:image_large_url,product_images,image_large_url,0977e0b0-0dd1-41d9-b3b1-6c72919ec2da,3f22a958-7f81-4e7c-8fb6-c6dc12d573da,ADG-000585,KIMCHI-2877,japonski-noz-bunka-szefa-uniwersalny-20cm-satake-houcho,2.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2877/2.webp,https://img.zira.pl/asiandeligo/products/ADG-000585/2.webp,200,true,image/png,158204,
products:5a4e609c-a982-4afa-b83b-bd7f3d6893e9:image_url,products,image_url,5a4e609c-a982-4afa-b83b-bd7f3d6893e9,,ADG-000586,KIMCHI-2879,japonski-noz-yanagiba-sashimi-do-ryb-27cm-satake-cutlery,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2879/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000586/1.webp,200,true,image/png,66291,
product_images:bec3124d-93be-4345-a662-2ea989fab321:image_large_url,product_images,image_large_url,5a4e609c-a982-4afa-b83b-bd7f3d6893e9,bec3124d-93be-4345-a662-2ea989fab321,ADG-000586,KIMCHI-2879,japonski-noz-yanagiba-sashimi-do-ryb-27cm-satake-cutlery,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2879/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000586/1.webp,200,true,image/png,66291,
product_images:e4442ce2-2812-4f8f-b390-76b44a1f6246:image_large_url,product_images,image_large_url,5a4e609c-a982-4afa-b83b-bd7f3d6893e9,e4442ce2-2812-4f8f-b390-76b44a1f6246,ADG-000586,KIMCHI-2879,japonski-noz-yanagiba-sashimi-do-ryb-27cm-satake-cutlery,2.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2879/2.webp,https://img.zira.pl/asiandeligo/products/ADG-000586/2.webp,200,true,image/png,63643,
products:5cee4fa7-0e5b-4a1c-b810-2492ddc98dfe:image_url,products,image_url,5cee4fa7-0e5b-4a1c-b810-2492ddc98dfe,,ADG-000587,KIMCHI-2881,noz-osaka-yanagi-ba-do-ryb-i-sushi-23cm-css,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2881/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000587/1.webp,200,true,image/png,82411,
product_images:d7074b6f-374a-4d6a-a14b-004334f9c09d:image_large_url,product_images,image_large_url,5cee4fa7-0e5b-4a1c-b810-2492ddc98dfe,d7074b6f-374a-4d6a-a14b-004334f9c09d,ADG-000587,KIMCHI-2881,noz-osaka-yanagi-ba-do-ryb-i-sushi-23cm-css,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2881/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000587/1.webp,200,true,image/png,82411,
product_images:35564de9-6c8b-4bdb-823a-1b882e054f81:image_large_url,product_images,image_large_url,5cee4fa7-0e5b-4a1c-b810-2492ddc98dfe,35564de9-6c8b-4bdb-823a-1b882e054f81,ADG-000587,KIMCHI-2881,noz-osaka-yanagi-ba-do-ryb-i-sushi-23cm-css,2.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2881/2.webp,https://img.zira.pl/asiandeligo/products/ADG-000587/2.webp,200,true,image/png,122348,
products:45badaa5-1f81-43ff-ab2a-5a034cbe5a18:image_url,products,image_url,45badaa5-1f81-43ff-ab2a-5a034cbe5a18,,ADG-000588,KIMCHI-2882,noz-osaka-santoku-uniwersalny-18cm-css,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2882/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000588/1.webp,200,true,image/png,117665,
product_images:8d89246e-3015-4657-9f1f-08dcb18339bb:image_large_url,product_images,image_large_url,45badaa5-1f81-43ff-ab2a-5a034cbe5a18,8d89246e-3015-4657-9f1f-08dcb18339bb,ADG-000588,KIMCHI-2882,noz-osaka-santoku-uniwersalny-18cm-css,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2882/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000588/1.webp,200,true,image/png,117665,
product_images:fd9ec3b3-e1e5-42a3-aab5-27750ec1e872:image_large_url,product_images,image_large_url,45badaa5-1f81-43ff-ab2a-5a034cbe5a18,fd9ec3b3-e1e5-42a3-aab5-27750ec1e872,ADG-000588,KIMCHI-2882,noz-osaka-santoku-uniwersalny-18cm-css,2.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2882/2.webp,https://img.zira.pl/asiandeligo/products/ADG-000588/2.webp,200,true,image/png,121892,
products:5a250870-216a-4e55-88cc-a38c487cb2b0:image_url,products,image_url,5a250870-216a-4e55-88cc-a38c487cb2b0,,ADG-000589,KIMCHI-2883,skrobia-kukurydziana-420g-knorr,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2883/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000589/1.webp,200,true,image/png,219921,
product_images:384df1cf-6521-488a-8a22-57eb8f36367c:image_large_url,product_images,image_large_url,5a250870-216a-4e55-88cc-a38c487cb2b0,384df1cf-6521-488a-8a22-57eb8f36367c,ADG-000589,KIMCHI-2883,skrobia-kukurydziana-420g-knorr,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2883/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000589/1.webp,200,true,image/png,219921,
products:c00714ce-cf2f-4f32-94c5-ef47aaefc3b5:image_url,products,image_url,c00714ce-cf2f-4f32-94c5-ef47aaefc3b5,,ADG-000590,KIMCHI-2884,noz-osaka-annaki-uniwersalny-20cm-css,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2884/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000590/1.webp,200,true,image/png,112993,
product_images:71d5dc59-37cf-4c39-a6af-2e1dbe77bfdf:image_large_url,product_images,image_large_url,c00714ce-cf2f-4f32-94c5-ef47aaefc3b5,71d5dc59-37cf-4c39-a6af-2e1dbe77bfdf,ADG-000590,KIMCHI-2884,noz-osaka-annaki-uniwersalny-20cm-css,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2884/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000590/1.webp,200,true,image/png,112993,
product_images:71ea9738-f87b-43a0-9fdf-1484195b8f79:image_large_url,product_images,image_large_url,c00714ce-cf2f-4f32-94c5-ef47aaefc3b5,71ea9738-f87b-43a0-9fdf-1484195b8f79,ADG-000590,KIMCHI-2884,noz-osaka-annaki-uniwersalny-20cm-css,2.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2884/2.webp,https://img.zira.pl/asiandeligo/products/ADG-000590/2.webp,200,true,image/png,116574,
products:6a6a5ea1-c364-4b29-97e5-12cedf18d985:image_url,products,image_url,6a6a5ea1-c364-4b29-97e5-12cedf18d985,,ADG-000591,KIMCHI-2887,noz-osaka-yunibasaru-uniwersalny-13cm-css,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2887/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000591/1.webp,200,true,image/png,113495,
product_images:fa2bc357-900c-4cda-8478-499214dcb1c6:image_large_url,product_images,image_large_url,6a6a5ea1-c364-4b29-97e5-12cedf18d985,fa2bc357-900c-4cda-8478-499214dcb1c6,ADG-000591,KIMCHI-2887,noz-osaka-yunibasaru-uniwersalny-13cm-css,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2887/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000591/1.webp,200,true,image/png,113495,
product_images:e716ff44-7c9e-48d6-a38c-b09dfb9ab05e:image_large_url,product_images,image_large_url,6a6a5ea1-c364-4b29-97e5-12cedf18d985,e716ff44-7c9e-48d6-a38c-b09dfb9ab05e,ADG-000591,KIMCHI-2887,noz-osaka-yunibasaru-uniwersalny-13cm-css,2.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2887/2.webp,https://img.zira.pl/asiandeligo/products/ADG-000591/2.webp,200,true,image/png,151378,
products:c121f2c1-59f8-448c-b5d1-bdb68f694b1f:image_url,products,image_url,c121f2c1-59f8-448c-b5d1-bdb68f694b1f,,ADG-000592,KIMCHI-2888,noz-osaka-pankiri-do-chleba-20cm-css,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2888/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000592/1.webp,200,true,image/png,82927,
product_images:2c3a7749-83b5-4690-975f-3e1277c54529:image_large_url,product_images,image_large_url,c121f2c1-59f8-448c-b5d1-bdb68f694b1f,2c3a7749-83b5-4690-975f-3e1277c54529,ADG-000592,KIMCHI-2888,noz-osaka-pankiri-do-chleba-20cm-css,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2888/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000592/1.webp,200,true,image/png,82927,
product_images:1462516e-b8cf-4fbd-8d53-f20b2e46f13f:image_large_url,product_images,image_large_url,c121f2c1-59f8-448c-b5d1-bdb68f694b1f,1462516e-b8cf-4fbd-8d53-f20b2e46f13f,ADG-000592,KIMCHI-2888,noz-osaka-pankiri-do-chleba-20cm-css,2.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2888/2.webp,https://img.zira.pl/asiandeligo/products/ADG-000592/2.webp,200,true,image/png,121515,
products:42ba6bc6-48dc-4964-82af-a119302ca083:image_url,products,image_url,42ba6bc6-48dc-4964-82af-a119302ca083,,ADG-000593,KIMCHI-2891,zestaw-do-sushi-ansen-czarny-6-elementow-edo-japan,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2891/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000593/1.webp,200,true,image/png,426216,
product_images:7d9589fa-1141-4624-be32-a305cc83e63f:image_large_url,product_images,image_large_url,42ba6bc6-48dc-4964-82af-a119302ca083,7d9589fa-1141-4624-be32-a305cc83e63f,ADG-000593,KIMCHI-2891,zestaw-do-sushi-ansen-czarny-6-elementow-edo-japan,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2891/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000593/1.webp,200,true,image/png,426216,
products:e043534b-3088-4a3b-97d3-c98ec437be7f:image_url,products,image_url,e043534b-3088-4a3b-97d3-c98ec437be7f,,ADG-000594,KIMCHI-2900,paleczki-bambusowe-niebieskie-wzory-22-5-cm-5-par,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2900/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000594/1.webp,200,true,image/png,363482,
product_images:25d266a4-8e17-4ccd-bde8-144eb1e25ef9:image_large_url,product_images,image_large_url,e043534b-3088-4a3b-97d3-c98ec437be7f,25d266a4-8e17-4ccd-bde8-144eb1e25ef9,ADG-000594,KIMCHI-2900,paleczki-bambusowe-niebieskie-wzory-22-5-cm-5-par,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2900/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000594/1.webp,200,true,image/png,363482,
products:2adfcf58-0f48-4a79-9f14-f9e728644505:image_url,products,image_url,2adfcf58-0f48-4a79-9f14-f9e728644505,,ADG-000595,KIMCHI-2901,zestaw-seigaiha-paleczki-z-ciemnego-drewna-z-podstawkami-22-5cm-4-par,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2901/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000595/1.webp,200,true,image/png,279691,
product_images:205050f2-c976-4d8a-96d6-250534f2c8f1:image_large_url,product_images,image_large_url,2adfcf58-0f48-4a79-9f14-f9e728644505,205050f2-c976-4d8a-96d6-250534f2c8f1,ADG-000595,KIMCHI-2901,zestaw-seigaiha-paleczki-z-ciemnego-drewna-z-podstawkami-22-5cm-4-par,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2901/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000595/1.webp,200,true,image/png,279691,
products:4f76c1cb-882b-46a5-ae8c-d592a26fafba:image_url,products,image_url,4f76c1cb-882b-46a5-ae8c-d592a26fafba,,ADG-000596,KIMCHI-2902,zestaw-panda-paleczki-z-motywem-bambusa-z-podstawkami-22-5cm-4-par,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2902/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000596/1.webp,200,true,image/png,297688,
product_images:5958afcb-a017-4f22-a63a-b1d8512e553b:image_large_url,product_images,image_large_url,4f76c1cb-882b-46a5-ae8c-d592a26fafba,5958afcb-a017-4f22-a63a-b1d8512e553b,ADG-000596,KIMCHI-2902,zestaw-panda-paleczki-z-motywem-bambusa-z-podstawkami-22-5cm-4-par,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2902/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000596/1.webp,200,true,image/png,297688,
products:a91abc3e-287e-4d9f-9d09-fbf2fcccefb0:image_url,products,image_url,a91abc3e-287e-4d9f-9d09-fbf2fcccefb0,,ADG-000597,KIMCHI-2903,zestaw-do-zup-paleczki-ze-stali-nierdzewnej-i-lyzka-dla-1-osoby,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2903/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000597/1.webp,200,true,image/png,192200,
product_images:0b6e66e1-ecd3-41e9-a1f1-02aea3e5292d:image_large_url,product_images,image_large_url,a91abc3e-287e-4d9f-9d09-fbf2fcccefb0,0b6e66e1-ecd3-41e9-a1f1-02aea3e5292d,ADG-000597,KIMCHI-2903,zestaw-do-zup-paleczki-ze-stali-nierdzewnej-i-lyzka-dla-1-osoby,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2903/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000597/1.webp,200,true,image/png,192200,
products:8556f559-170f-4e6f-b0ce-1d5961592ad7:image_url,products,image_url,8556f559-170f-4e6f-b0ce-1d5961592ad7,,ADG-000598,KIMCHI-2904,sitko-cedzak-japonski-ze-stali-nierdzewnej-12cm,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2904/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000598/1.webp,200,true,image/png,179074,
product_images:0b25c3a3-207d-471c-96c7-07de618fa121:image_large_url,product_images,image_large_url,8556f559-170f-4e6f-b0ce-1d5961592ad7,0b25c3a3-207d-471c-96c7-07de618fa121,ADG-000598,KIMCHI-2904,sitko-cedzak-japonski-ze-stali-nierdzewnej-12cm,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2904/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000598/1.webp,200,true,image/png,179074,
products:72570f23-1615-4555-8060-c7100e251dfa:image_url,products,image_url,72570f23-1615-4555-8060-c7100e251dfa,,ADG-000599,KIMCHI-2905,lyzka-nabierka-otama-drewniana-18cm,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2905/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000599/1.webp,200,true,image/png,91977,
product_images:f2832bbe-b3e2-4e3f-859d-076ccbaab77b:image_large_url,product_images,image_large_url,72570f23-1615-4555-8060-c7100e251dfa,f2832bbe-b3e2-4e3f-859d-076ccbaab77b,ADG-000599,KIMCHI-2905,lyzka-nabierka-otama-drewniana-18cm,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2905/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000599/1.webp,200,true,image/png,91977,
products:073ac5bf-0bb7-4907-a805-bb1ce2ebf756:image_url,products,image_url,073ac5bf-0bb7-4907-a805-bb1ce2ebf756,,ADG-000600,KIMCHI-2906,miotelka-chasen-do-herbaty-matcha-6cm,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2906/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000600/1.webp,200,true,image/png,168953,
product_images:18bd50c0-6a8c-4116-9965-03e38696846b:image_large_url,product_images,image_large_url,073ac5bf-0bb7-4907-a805-bb1ce2ebf756,18bd50c0-6a8c-4116-9965-03e38696846b,ADG-000600,KIMCHI-2906,miotelka-chasen-do-herbaty-matcha-6cm,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2906/1.webp,https://img.zira.pl/asiandeligo/products/ADG-000600/1.webp,200,true,image/png,168953,
product_images:b5a830ad-3d44-4b71-977b-2190be121396:image_large_url,product_images,image_large_url,073ac5bf-0bb7-4907-a805-bb1ce2ebf756,b5a830ad-3d44-4b71-977b-2190be121396,ADG-000600,KIMCHI-2906,miotelka-chasen-do-herbaty-matcha-6cm,2.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-2906/2.webp,https://img.zira.pl/asiandeligo/products/ADG-000600/2.webp,200,true,image/png,217690,
